<Fe>,,,,Aplica tambien para ,,,,,
,,<CodigoGeneracion/>,,Documento Soporte,1..1,,,16.1.6. Forma de generación y transmisión  cbc: DescriptionCode; cbc: Description,cac:InvoiceLine/cac:InvoicePeriod/cbc:DescriptionCode | cac:CreditNoteLineInvoicePeriod/cbc:DescriptionCode | cac:DebitNoteLineInvoicePeriod/cbc:DescriptionCode
,,<FechaGeneracion/>,,Documento Soporte,1..1,,,,"cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate | cac:CreditNoteLineInvoicePeriod/cbc:StartDate | cac:DebitNoteLineInvoicePeriod/cbc:StartDate"
,,<Marca/>,,Documento Soporte,0.1,,Marca del ítem,,cac:InvoiceLine/cac:Item/cbc:BrandName | cac:CreditNoteLine/cac:Item/cbc:BrandName | cac:DebitNoteLine/cac:Item/cbc:BrandName
,,<Modelo/>,,Documento Soporte,0.1,,Modelo del ítem,,cac:InvoiceLine/cac:Item/cbc:ModelName | cac:CreditNoteLine/cac:Item/cbc:ModelName | cac:DebitNoteLine/cac:Item/cbc:ModelName
,,<TextoItem/>,,Documento Soporte,1.1,,Descripción alternativa del ítem,,cac:InvoiceLine/cac:Item/cbc:Description | cac:CreditNoteLine/cac:Item/cbc:Description | cac:DebitNoteLine/cac:Item/cbc:Description
,,<TextoLinea/>,,Documento Soporte,0.1,,Descripción alternativa del ítem,,cac:InvoiceLine/cac:Item/cbc:Description | cac:CreditNoteLine/cac:Item/cbc:Description | cac:DebitNoteLine/cac:Item/cbc:Description
,,<MonedaItem/>,,Documento Soporte,0.1,,Acrónimo de la moneda para el ítem,,
,,<ValorItem/>,,Documento Soporte,1.1,,Valor del ítem,,cac:InvoiceLine/cac:Price/cbc:PriceAmount | cac:CreditNoteLine/cac:Price/cbc:PriceAmount | cac:DebitNoteLine/cac:Price/cbc:PriceAmount
,,<ValorReferencia/>,,Documento Soporte,0.1,,,,
,,<CodPrecioReferencia/>,,Documento Soporte,0.1,,,6.3.9 Referencia,
,,<ItemAfecto/>,,Documento Soporte,1.1,,"True cuando al ítem le afecta impuestos, False cuando no le afecta",,
,,<CodImpuesto/>,,Documento Soporte,1.1,,Código del impuesto del ítem,,cac:InvoiceLine/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID | cac:CreditNoteLine/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID  | cac:DebitNoteLine/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID
,,<ValorImpuesto/>,,Documento Soporte,1.1,,Valor del impuesto del ítem,,cac:InvoiceLine/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount | cac:CreditNoteLine/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount  | cac:DebitNoteLine/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount
,,<PorcentajeImpuesto/>,,Documento Soporte,1.1,,Porcentaje del impuesto del ítem,,cac:InvoiceLine/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent | cac:CreditNoteLine/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent  | cac:DebitNoteLine/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent
,,<CodigoDescuentoItem/>,,Documento Soporte,0.1,,Código de descuento del ítem,13.3.8 Códigos de Descuentos,cac:InvoiceLine/cac:AllowanceCharge/cbc:ID
,,<RazonDescuentoItem/>,,Documento Soporte,0.1,,Razón de descuento,,cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason
,,<DescuentoItem/>,,Documento Soporte,0.1,,Valor de descuento del ítem,,cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount
,,<PorcentajeDescuentoItem/>,,Documento Soporte,0.1,,Porcentaje del descuento del ítem,,cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric
,,<ImpuestoRetenido/>,,Documento Soporte,0.1,,Varlor de retencón de impuestos del item,,
,,<RedondeoImpuesto/>,,Documento Soporte,0.1,,,,
,,<MonedaImpuestoItem/>,,,0.1,,Acrónimo de la moneda para el impuesto del ítem,,
,,<TotalItem/>,,Documeto Soporte,1.1,,Valor total del item despues de impuestos y descuentos,,
,,<NotaEntregaItem/>,,Documeto Soporte,0.1,,,,cac:DocumentReference/cbc:ID
,,<NumeroRefMandato/>,,,0..1,,"Si el mandato se envio en la sección global de Mandato, aqui va el numero de referencia",,
,,<TipoIngresoMandato>,,,0..1,,si el Bien o Servicio “B/S” reportado corresponde a un ingreso propio o a un ingreso recibido para terceros.,13.3.12.Tipo Ingreso Mandato,cac:InvoiceLine/@SchemeID
,,<TipoIdentificacionMandato/>,,,0..1,,El tipo de documento de identificación del mandante cuando no se utiilza la sección global de Mandato,,cac:InformationContentProviderParty/cac:PowerOfAttorney/cac:AgentParty/cac:PartyIdentification/cbc:ID@schemeName
,,<IdentificacionMandato/>,,,0..1,,"Identificación del mandante, cuando no se utilizo la sección global de Mandato",,cac:InformationContentProviderParty/cac:PowerOfAttorney/cac:AgentParty/cac:PartyIdentification/cbc:ID
,,<DvIdentificacionMandato/>,,,0..1,,"Digito de verificación del mandante, cuando no se utilizao la sección global de Mandato",,cac:InformationContentProviderParty/cac:PowerOfAttorney/cac:AgentParty/cac:PartyIdentification/cbc:ID/@schemeID
,,<IdentificacionBeneficiario>,,,0..1,,Identificador del usuario beneficiario del servicio de salud,,cac:InvoiceLine/cbc:UUID
,,<NumeroAutorizacion>,,,1..1,,Identificador de la autorización asignada por la ARP/EPS,,cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID
,,<CodigoPrestador>,,,1..1,,Código del prestador del servicio de Salud,,cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID/@SchemeAgencyID
,,<CodigoConcepto>,,,1..*,,"Código del concepto del recaudo, lista pagina 36 en la primera posición",18.4.5* Conceptos de Recaudo,cac:InvoiceLine/cac:Item/cbc:Description
,,<TransporteCarga/>,,,,,,Solo para empresas de transporte,
,,,<UnidadCarga/>,,1.1,,Unidad de medida de la correspondiente carga: Kilogramos (KGM) o Galones(GLL),,cac:InvoiceLine/cac:Item/cac:AdittionalItemProperty/cbc:ValueQuantity
,,,<CantidadCarga/>,,1.1,,Dato numerico sin decimales sobre el tamaño de la carga,,cac:InvoiceLine/cac:Item/cac:AdittionalItemProperty/cbc:ValueQuantity/@unitCode
,,,<CodigoRemesa/>,,1.1,,"Numero radicado de aceptación de la remesa. Dato numerico de 1 hasta 100,000 millones.",,cac:InvoiceLine/cac:Item/cac:AdittionalItemProperty/cbc:Name
,,,<ValorRemesa/>,,1.1,,"Numero de la remesa, consecutivo interno en la respectiva empresa de transporte. Dato alfanumerico de hasta 15 caracteres.",,cac:InvoiceLine/cac:Item/cac:AdittionalItemProperty/cbc:Value
,,</TransporteCarga>,,,,,,,
,</Detalles>,,,,,,,,
,<Referencias>,,,,0..*,,,,
,,<TpoDocRef/>,,,0..1,,Tipo documento al que hace referencia,1. Tipos de documento Innapsis,
,,<PrefijoRef/>,,Documento Soporte,0..1,,Prefijo del documento al que hace referencia, ,cac:DiscrepancyResponse/cbc:ReferenceID - cac:BillingReference -- cac:InvoiceDocumentReference/cbc:ID
,,<FolioRef/>,,Documento Soporte,1,,Número de documento al que hace referencia, ,cac:DiscrepancyResponse/cbc:ReferenceID - cac:BillingReference -- cac:InvoiceDocumentReference/cbc:ID
,,<RznRef>,,Documento Soporte,1,,,13.2.4. Concepto de Corrección para Notas crédito,cac:DiscrepancyResponse/cbc:ResponseCode
,,,,Documento Soporte,0..1,,Razón de referencia al documento,,cac:DiscrepancyResponse/cbc:Description
,,<Cufe>,,Documento Soporte,1,,CUFE del documento al que se hace referencia, ,cac:BillingReference/cac:InvoiceDocumentReference/cbc:UUID
,,<FchRef>,,Documento Soporte,0..1,,Fecha de emision del documento referenciado, ,cac:BillingReference/cac:InvoiceDocumentReference/cbc:IssueDate
,,<IdentificacionBeneficiario>,,,1..1,,Identificador del usuario beneficiario del servicio de salud,,cac:BillingReference/cac:InvoiceDocumentReference/cbc:ID/@SchemeID
,,<CodigoPrestador>,,,1..1,,Codigo del prestador del servicio de Salud,,cac:BillingReference/cac:InvoiceDocumentReference/cbc:ID/@SchemeAgencyID
,,<NumeroAutorizacion>,,,1..1,,Número de Autorización,,cac:BillingReference/cac:InvoiceDocumentReference/cbc:ID/@SchemeVersionID
,,<Monto>,,,1..1,,Cantidad a Acreditar*,,cac:BillingReference/cac:BillingReferenceLine/cbc:Amount
,,<CodigoConcepto>,,,0..1,,"Codigo del concepto del Recaudo del aporte que se acreditará a este documento, conceptos pp44",18.4.5* Conceptos de Recaudo,cac:BillingReference/cac:BillingReferenceLine/cbc:Amount/@currencyCodeListVersionID
,<Referencias>,,,,,,,,
,<Adicionales>,,,,,,,,
,,<Nota/>,,,0..*,,Observaciones que hacen en el documento,,cbc:Note
,,<OrdenDeCompra/>,,,0..*,,Código alfanimérico de la orden de compra, ,cac:OrderReference/cbc:ID | cac:AdditionalDocumentReference/cbc:ID
,,<OrdenDeCompra/>,,,1.1,,Si se quiere enviar mas de una orden de compra este se debe enviar varias veces.,Obligatorio se la factura es en Dolares,/Invoice/cac:AdditionalDocumentReference/cbc:ID
,,<TasaDeCambio/>,,Documento Soporte,1.1,,Tasa de cambio al día de emisión del documento (TRM),Obligatorio se la factura es en Dolares para informar a la DIAN,
,,<FechaTasaDeCambio/>,,Documento Soporte,1.1,,Fecha del TRM al día de emisión del documento,Obligatorio se la factura es en Dolares para informar a la DIAN la fecha en que se hizo la negociacion den dolares,
,,<TipoDocumento/>,,,,,,,
,,<MonedaAlterna/>,,,1.1,,Moneda Alterna a los pesos colombianos.,Obligatorio se la factura es en Dolares para informar a la DIAN la Divisa,
,</Adicionales>,,,,,,,,
,<Salud>,,,,,,,,
,,<Usuario>,,,1..*,,Usuario del servicio de Salud,,cac:AccountingCustomerParty/cac:Party/cac:Person
,,,<CodigoPrestador>,,1..1,,Código del prestador del servicio de salud,,
,,,<ModalidadPago>,,0..1,,Modalidad de contratación y pago pactada objeto de facturación.,18.4.3. Modalidades de Contratación,
,,,<Cobertura>,,0..1,,Entidad responsable de financiar la cobertura y de pagar la prestación de los servicios,18.4.4. Cobertura,
,,,<NumeroContrato>,,0..1,,Número de controto objeto de facturación,,
,,,<NumeroPoliza>,,0..1,,Número de poliza SOAT o Plan equivalente,Página 26,
,,,<FechaInicioFacturacion>,,0..1,,Fecha de Inicio de servicio prestado cuando se factura por usuario o periodo de facturación segun modalidad de contratación,,
,,,<FechaFinFacturacion>,,0..1,,Fecha Final del periodo de factura,,
,,,<Copago>,,0..1,,Valor pagado y recaudad por concepto de copago,,
,,,<CuotaModeradora>,,0..1,,Valor pagado y recaudado correspondiente a la cuota moderadora,,
,,,<CuotaRecuperacion>,,0..1,,Valor pagado y recaudado correspondiente a la cuota de recuperación,,
,,,<PagosCompartidos>,,0..1,,Valor pagado y recaudado correspondiente a pagos compartidos,,
,,</Usuario>,,,,,,,
,</Salud>,,,,,,,,
</Fe>,,,,,,,,,
